,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Opponent,,,,,,,,,,,,,,,,
294,Tennessee-Martin,31,8,23,0.258,-13.45,-4.82,,3,13,,5,10,,3,13,,2304,2526,,1240,872,1675,0.521,194,516,0.376,588,829,0.709,300,1129,526,189,136,437,628
295,Texas NCAA,35,24,11,0.686,12.67,9.15,,11,7,,16,2,,4,6,,2598,2475,,1405,819,2039,0.402,259,735,0.352,578,835,0.692,399,1203,445,221,123,395,713
296,Texas A&M,34,18,16,0.529,5.5,3.62,,8,10,,17,3,,1,9,,2199,2135,,1385,724,1810,0.4,191,664,0.288,496,720,0.689,386,1242,410,207,140,450,607
297,Texas A&M-Corpus Christi,34,18,16,0.529,-6.41,-6.69,,14,4,,10,7,,8,8,,2350,2312,,1365,779,1759,0.443,201,611,0.329,553,804,0.688,363,1059,430,192,140,404,678
298,Texas Southern NCAA,34,19,15,0.559,-8.41,-10.07,,12,6,,9,2,,6,11,,2584,2512,,1380,936,2075,0.451,222,616,0.36,418,607,0.689,386,1141,478,222,131,374,736
299,Texas State,31,8,23,0.258,-7.74,-1.4,,4,14,,5,9,,1,13,,1903,2047,,1245,692,1546,0.448,206,520,0.396,457,647,0.706,269,958,346,204,99,381,512
300,Texas Tech,32,14,18,0.438,8.61,8.61,,6,12,,11,6,,2,10,,2190,2190,,1285,732,1675,0.437,206,624,0.33,520,704,0.739,332,957,356,193,114,365,574
301,Texas-Rio Grande Valley,32,9,23,0.281,-10.65,-4.42,,5,11,,3,10,,5,11,,2101,2262,,1305,755,1701,0.444,203,622,0.326,549,801,0.685,366,1207,455,189,117,463,587
302,The Citadel,33,7,26,0.212,-17.61,-6.75,,2,14,,6,8,,0,15,,2211,2453,,1330,870,1927,0.451,230,659,0.349,483,717,0.674,397,1208,422,198,121,345,611
303,Toledo,34,27,7,0.794,3.3,-1.46,,14,4,,15,0,,9,6,,2694,2490,,1370,897,1944,0.461,232,659,0.352,464,666,0.697,364,1138,453,185,128,464,726
304,Towson,36,25,11,0.694,0.55,-3.06,,13,3,,15,1,,9,8,,2633,2477,,1445,857,2114,0.405,211,671,0.314,550,805,0.683,441,1207,418,182,133,308,780
305,Troy,31,11,20,0.355,-6.17,-2.9,,6,12,,8,6,,3,11,,2121,2171,,1259,796,1791,0.444,192,596,0.322,387,552,0.701,349,1099,432,178,96,372,643
306,Tulane,34,17,17,0.5,-7.89,-1.73,,8,8,,12,7,,4,6,,2164,2357,,1365,815,1839,0.443,234,665,0.352,493,729,0.676,369,1152,481,225,118,360,688
307,Tulsa NCAA,34,21,13,0.618,6.23,1.17,,13,3,,11,3,,6,7,,2471,2299,,1370,741,1830,0.405,218,620,0.352,599,869,0.689,363,1214,372,200,109,477,726
308,UAB,31,18,13,0.581,0.78,-0.77,,7,9,,12,5,,5,5,,2266,2180,,1255,796,1927,0.413,200,638,0.313,388,581,0.668,370,1129,399,215,127,345,617
309,UC Davis,31,9,22,0.29,-11.55,-1.76,,4,12,,6,9,,1,13,,2174,2408,,1270,851,1754,0.485,214,558,0.384,492,659,0.747,340,1132,490,182,107,386,576
310,UC Irvine,35,23,12,0.657,4.35,-0.65,,13,3,,12,4,,10,7,,2468,2231,,1415,746,1997,0.374,196,593,0.331,543,762,0.713,406,1207,385,200,87,358,640
311,UC Riverside,31,10,21,0.323,-7.64,-2.33,,5,11,,8,7,,2,13,,2117,2214,,1260,741,1716,0.432,197,521,0.378,535,718,0.745,321,1084,397,206,114,383,587
312,UC Santa Barbara,30,21,9,0.7,4.23,-0.13,,12,4,,10,3,,9,5,,2137,1960,,1215,658,1645,0.4,215,612,0.351,429,644,0.666,349,991,399,144,67,316,559
313,UCF,31,13,18,0.419,2.35,5.14,,4,14,,10,7,,2,10,,2253,2281,,1260,835,1818,0.459,191,548,0.349,420,644,0.652,358,1085,455,236,150,369,606
314,UCLA NCAA,37,28,9,0.757,18.4,7.62,,12,6,,16,2,,5,5,,3003,2604,,1490,898,2103,0.427,301,874,0.344,507,750,0.676,377,1245,509,194,99,529,680
315,UNC Asheville,32,17,15,0.531,-6.81,-5.5,,10,6,,11,2,,5,10,,2486,2424,,1290,838,1918,0.437,215,612,0.351,533,773,0.69,404,1105,442,223,126,384,641
316,UNC Greensboro,32,14,18,0.438,-12.33,-6.12,,7,9,,9,7,,4,8,,2267,2373,,1290,798,1822,0.438,206,612,0.337,571,812,0.703,319,1122,380,204,96,381,586
317,UNC Wilmington,32,9,23,0.281,-8.75,-0.78,,3,13,,6,8,,3,14,,2018,2221,,1300,771,1774,0.435,209,619,0.338,470,719,0.654,374,1204,373,222,127,362,537
318,UT Arlington,32,15,17,0.469,-4.92,-0.92,,9,9,,9,5,,5,11,,2443,2488,,1304,834,1898,0.439,289,776,0.372,531,793,0.67,370,1171,448,202,115,392,638
319,Utah,33,21,12,0.636,12.66,6.21,,9,9,,18,2,,2,9,,2479,2122,,1335,757,1841,0.411,179,582,0.308,429,635,0.676,329,1041,340,201,105,416,643
320,Utah State,32,18,14,0.563,4.77,3.09,,7,11,,13,5,,4,7,,2215,2132,,1290,756,1788,0.423,188,601,0.313,432,601,0.719,292,979,400,172,130,251,545
321,Utah Valley,32,20,12,0.625,-4.42,-3.65,,13,3,,13,2,,6,9,,2161,2093,,1285,757,1747,0.433,184,573,0.321,395,614,0.643,319,1048,368,192,114,335,589
322,UTEP,34,23,11,0.676,4.39,0.05,,12,4,,14,6,,8,2,,2347,2152,,1370,738,1929,0.383,201,680,0.296,475,719,0.661,439,1173,369,212,85,391,732
323,UTSA,30,8,22,0.267,-11.1,-1.03,,4,12,,7,9,,1,12,,2066,2304,,1205,787,1675,0.47,239,644,0.371,491,734,0.669,327,1001,443,221,136,356,651
324,Valparaiso,34,18,16,0.529,0.21,-0.24,,9,7,,12,6,,5,9,,2439,2283,,1375,755,1910,0.395,206,624,0.33,567,804,0.705,388,1078,433,240,127,371,667
325,Vanderbilt,31,15,16,0.484,5.52,6.49,,7,11,,10,6,,3,8,,2002,2032,,1250,722,1777,0.406,181,595,0.304,407,628,0.648,405,1119,347,217,113,331,555
326,Vermont,33,22,11,0.667,4.52,-4.57,,15,1,,10,2,,9,8,,2334,2000,,1325,665,1684,0.395,182,557,0.327,488,674,0.724,306,979,316,186,114,430,693
327,Villanova NCAA,34,29,5,0.853,18.97,7.5,,16,2,,15,1,,10,2,,2651,2261,,1385,763,1886,0.405,220,623,0.353,515,728,0.707,355,1137,413,193,78,468,692
328,Virginia NCAA,37,30,7,0.811,18.38,7.86,,16,2,,15,2,,7,4,,2449,2060,,1486,727,1875,0.388,203,629,0.323,403,609,0.662,321,1085,373,191,126,413,676
329,Virginia Commonwealth NCAA,35,26,9,0.743,14.55,4.78,,12,4,,15,0,,6,5,,2624,2282,,1420,808,1869,0.432,170,561,0.303,496,742,0.668,369,1285,392,207,145,638,675
330,VMI,35,22,13,0.629,-5.53,-6.33,,11,5,,14,3,,7,9,,3089,2891,,1430,1043,2377,0.439,220,653,0.337,585,827,0.707,507,1484,476,197,136,451,676
331,Virginia Tech,31,9,22,0.29,1.9,5.99,,2,16,,8,10,,1,8,,1950,2077,,1255,721,1787,0.403,236,723,0.326,399,599,0.666,335,1059,402,191,115,260,548
332,Wagner,31,19,12,0.613,-3.83,-6.73,,12,4,,10,3,,8,7,,2217,2122,,1250,698,1783,0.391,172,574,0.3,554,779,0.711,380,1146,317,196,125,406,571
333,Wake Forest,33,17,16,0.515,5.49,6.73,,6,12,,14,4,,1,9,,2300,2341,,1324,819,1919,0.427,187,595,0.314,516,748,0.69,411,1185,420,221,120,374,690
334,Washington,32,17,15,0.531,6.26,6.45,,9,9,,14,4,,3,8,,2384,2390,,1290,858,1808,0.475,156,490,0.318,518,749,0.692,309,1056,386,175,130,360,595
335,Washington State,31,10,21,0.323,1.34,7.24,,3,15,,7,8,,1,10,,1934,2081,,1250,709,1570,0.452,188,511,0.368,475,695,0.683,268,1041,354,175,83,343,549
336,Weber State NCAA,31,19,12,0.613,-0.92,-4.23,,14,6,,13,2,,5,9,,2254,2061,,1260,753,1763,0.427,134,403,0.333,421,599,0.703,311,963,355,162,63,291,623
337,West Virginia,33,17,16,0.515,11.78,8.02,,9,9,,11,5,,3,9,,2546,2422,,1330,837,1873,0.447,220,638,0.345,528,780,0.677,377,1196,436,154,134,421,670
338,Western Carolina,34,19,15,0.559,-6.75,-6.43,,10,6,,11,2,,5,11,,2524,2469,,1381,799,1781,0.449,189,566,0.334,682,970,0.703,359,1173,395,204,89,468,628
339,Western Illinois,30,10,20,0.333,-7.55,-2.74,,4,10,,7,5,,1,13,,1838,1880,,1210,625,1481,0.422,163,487,0.335,467,653,0.715,263,930,341,213,87,367,521
340,Western Kentucky,32,20,12,0.625,-1.47,-1.34,,12,6,,13,4,,7,7,,2196,2162,,1295,735,1701,0.432,180,512,0.352,512,715,0.716,302,1061,340,220,140,417,629
341,Western Michigan NCAA,33,23,10,0.697,1.73,-1.45,,14,4,,13,2,,6,7,,2373,2235,,1340,773,1883,0.411,225,728,0.309,464,651,0.713,385,1083,405,238,109,417,699
342,Wichita State NCAA,36,35,1,0.972,16.65,1.74,,18,0,,17,0,,12,0,,2706,2141,,1445,746,1911,0.39,211,684,0.308,438,674,0.65,339,1115,356,170,93,435,752
343,William & Mary,32,20,12,0.625,-1.48,-2.29,,10,6,,10,4,,8,6,,2340,2281,,1285,835,1819,0.459,224,598,0.375,387,538,0.719,323,1082,387,186,100,330,575
344,Winthrop,33,20,13,0.606,-6.43,-6.56,,10,6,,12,3,,5,10,,2442,2355,,1345,812,1761,0.461,205,567,0.362,526,750,0.701,325,1127,400,209,140,469,623
345,Wisconsin NCAA,38,30,8,0.789,19.69,10.19,,12,6,,14,3,,8,3,,2793,2432,,1525,915,2135,0.429,184,540,0.341,418,579,0.722,350,1212,364,161,105,370,763
346,Wofford NCAA,33,20,13,0.606,-4.32,-5.95,,11,5,,9,4,,8,8,,2205,2054,,1325,727,1642,0.443,153,478,0.32,447,659,0.678,286,1046,326,184,111,424,557
347,Wright State,36,21,15,0.583,0.21,-2.8,,10,6,,13,3,,5,12,,2419,2234,,1440,748,1762,0.425,194,594,0.327,544,754,0.721,326,1137,384,212,116,574,698
348,Wyoming,33,18,15,0.545,4.4,2.34,,9,9,,14,4,,3,11,,2130,2035,,1340,718,1768,0.406,196,619,0.317,403,566,0.712,349,1092,312,138,82,343,636
349,Xavier NCAA,34,21,13,0.618,11.84,8.14,,10,8,,15,2,,4,6,,2442,2316,,1370,797,1851,0.431,233,661,0.352,489,732,0.668,335,1069,489,187,161,381,689
350,Yale,33,19,14,0.576,-1.66,-1.28,,9,5,,9,4,,9,10,,2209,2182,,1326,736,1696,0.434,217,595,0.365,493,691,0.713,280,1013,377,221,125,400,704
351,Youngstown State,32,15,17,0.469,-2.3,-1.26,,6,10,,11,4,,2,13,,2461,2370,,1305,817,1799,0.454,209,592,0.353,527,734,0.718,312,1094,447,191,75,423,622
