,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Opponent,,,,,,,,,,,,,,,,
298,Toledo,30,21,9,0.7,6.59,-1.88,,15,4,,12,1,,7,5,,2433,2179,,1215,811,1905,0.426,228,766,0.298,329,451,0.729,358,1120,368,162,87,374,530
299,Towson,18,4,14,0.222,-9.83,-2.33,,3,9,,4,4,,0,6,,1214,1349,,730,478,1067,0.448,167,436,0.383,226,313,0.722,192,626,232,98,59,195,318
300,Troy,28,11,17,0.393,-12.06,-4.06,,4,12,,7,4,,2,11,,1829,1942,,1125,696,1627,0.428,221,622,0.355,329,490,0.671,262,1008,372,224,110,375,516
301,Tulane,23,10,13,0.435,1.03,3.59,,4,12,,6,6,,3,6,,1470,1529,,920,538,1281,0.42,197,551,0.358,256,384,0.667,247,890,367,122,78,344,388
302,Tulsa,23,11,12,0.478,4.19,5.43,,7,9,,7,5,,4,4,,1573,1509,,920,520,1272,0.409,181,540,0.335,288,441,0.653,252,806,287,172,58,338,394
303,UAB,29,22,7,0.759,5.8,-3.83,,13,5,,15,2,,6,4,,2105,1748,,1160,633,1566,0.404,181,569,0.318,301,434,0.694,252,994,310,122,105,478,477
304,UC Davis,18,10,8,0.556,-5.83,-4.24,,7,5,,4,3,,4,3,,1295,1289,,735,448,962,0.466,118,337,0.35,275,385,0.714,155,597,238,112,61,307,358
305,UC Irvine,27,18,9,0.667,3.46,-0.86,,13,4,,10,1,,6,6,,1950,1712,,1090,603,1559,0.387,204,624,0.327,302,430,0.702,236,862,333,190,64,358,459
306,UC Riverside,22,14,8,0.636,4.12,-2.43,,10,5,,5,4,,7,3,,1544,1400,,890,506,1257,0.403,140,439,0.319,248,359,0.691,190,723,240,108,60,244,322
307,UC San Diego,17,7,10,0.412,-6.95,0.98,,4,10,,7,3,,0,7,,1214,1226,,685,473,1033,0.458,123,346,0.355,157,220,0.714,170,642,263,117,43,239,240
308,UC Santa Barbara NCAA,27,22,5,0.815,7.8,-2.08,,15,3,,11,0,,8,4,,2051,1696,,1090,623,1480,0.421,157,475,0.331,293,393,0.746,202,803,288,124,58,373,479
309,UCF,23,11,12,0.478,5.94,8.15,,8,10,,6,3,,4,8,,1546,1597,,925,564,1311,0.43,165,504,0.327,304,440,0.691,252,801,321,159,61,307,378
310,UCLA NCAA,32,22,10,0.688,16.3,11.34,,13,6,,11,1,,5,6,,2349,2190,,1325,798,1811,0.441,230,683,0.337,364,510,0.714,253,1008,397,157,93,377,577
311,UNC Asheville,20,10,10,0.5,-6.99,-7.59,,9,5,,6,4,,4,6,,1468,1456,,815,533,1192,0.447,120,370,0.324,270,385,0.701,240,748,239,130,82,280,329
312,UNC Greensboro NCAA,30,21,9,0.7,3.48,-2.15,,13,5,,7,3,,10,3,,2189,2020,,1205,689,1653,0.417,215,684,0.314,427,604,0.707,267,1091,344,146,83,446,477
313,UNC Wilmington,17,7,10,0.412,-6.84,-6.47,,1,6,,3,4,,3,4,,1297,1253,,685,463,987,0.469,93,292,0.318,234,310,0.755,168,605,190,90,53,239,319
314,UT Arlington,26,13,13,0.5,-7.23,-4.57,,9,8,,9,4,,3,8,,1916,1827,,1045,659,1558,0.423,197,552,0.357,312,445,0.701,287,1018,393,160,80,383,409
315,Utah,25,12,13,0.48,11.86,9.54,,8,11,,8,5,,3,7,,1803,1745,,1010,639,1427,0.448,183,508,0.36,284,390,0.728,250,849,328,158,97,335,429
316,Utah State NCAA,29,20,9,0.69,10.99,1.32,,13,4,,10,2,,5,3,,2105,1808,,1160,640,1640,0.39,221,664,0.333,307,414,0.742,222,881,334,192,103,396,514
317,Utah Tech,21,8,13,0.381,-14.01,-3.43,,4,10,,5,7,,3,6,,1461,1603,,840,581,1285,0.452,143,467,0.306,298,449,0.664,246,836,309,155,75,307,407
318,Utah Valley,22,11,11,0.5,-3.41,-1.61,,9,4,,8,4,,3,6,,1632,1635,,885,565,1325,0.426,157,458,0.343,348,459,0.758,193,713,304,148,68,249,470
319,UTEP,24,12,12,0.5,1.07,1.26,,8,8,,10,2,,2,9,,1698,1644,,965,573,1322,0.433,148,430,0.344,350,491,0.713,193,849,266,124,65,316,380
320,UTSA,26,15,11,0.577,-1.22,-0.17,,9,7,,12,2,,2,8,,2050,1906,,1040,650,1537,0.423,199,589,0.338,407,545,0.747,250,952,328,144,80,361,409
321,Valparaiso,28,10,18,0.357,-4.21,1.14,,7,11,,6,6,,4,11,,1821,1902,,1130,701,1606,0.436,191,574,0.333,309,446,0.693,252,1032,370,170,68,365,427
322,Vanderbilt,25,9,16,0.36,6.14,6.74,,3,13,,6,7,,2,8,,1794,1809,,1000,646,1411,0.458,178,526,0.338,339,475,0.714,237,867,340,170,105,345,439
323,Vermont,15,10,5,0.667,1.99,-7.61,,10,4,,6,3,,4,2,,1095,951,,610,330,810,0.407,101,324,0.312,190,271,0.701,120,467,145,76,33,192,291
324,Villanova NCAA,25,18,7,0.72,17.47,9.19,,11,4,,9,0,,4,4,,1870,1663,,1005,612,1388,0.441,193,563,0.343,246,355,0.693,207,818,299,100,69,303,417
325,Virginia NCAA,25,18,7,0.72,15.27,7.59,,13,4,,10,1,,6,3,,1705,1513,,1005,550,1321,0.416,168,495,0.339,245,327,0.749,182,738,291,124,58,233,306
326,Virginia Commonwealth NCAA,26,19,7,0.731,11.3,4.76,,10,4,,12,2,,5,3,,1864,1694,,1085,590,1457,0.405,156,511,0.305,358,516,0.694,293,905,302,168,81,436,453
327,VMI,25,13,12,0.52,-0.41,-0.78,,7,7,,11,1,,1,10,,2001,1897,,1010,700,1640,0.427,239,708,0.338,258,382,0.675,249,913,326,172,65,257,407
328,Virginia Tech NCAA,22,15,7,0.682,12.59,6.5,,9,4,,10,2,,3,3,,1585,1451,,895,513,1210,0.424,156,471,0.331,269,386,0.697,178,708,236,128,73,266,382
329,Wagner,20,13,7,0.65,-5.35,-7.9,,13,5,,7,3,,6,4,,1425,1374,,815,450,1036,0.434,142,411,0.345,332,459,0.723,182,645,263,125,74,284,332
330,Wake Forest,22,6,16,0.273,1.72,8.06,,3,15,,5,6,,1,9,,1458,1583,,885,569,1213,0.469,167,442,0.378,278,396,0.702,181,749,307,167,104,269,330
331,Washington,26,5,21,0.192,1.88,11.61,,4,16,,4,7,,1,9,,1759,2012,,1040,719,1583,0.454,183,524,0.349,391,549,0.712,313,1012,411,152,79,318,434
332,Washington State,27,14,13,0.519,8.12,6.93,,7,12,,11,5,,3,6,,1853,1821,,1110,649,1565,0.415,161,514,0.313,362,512,0.707,254,936,363,188,95,352,510
333,Weber State,23,17,6,0.739,3.14,-5.22,,12,3,,11,0,,6,5,,1881,1594,,920,569,1341,0.424,162,478,0.339,294,410,0.717,196,714,291,142,53,328,436
334,West Virginia NCAA,29,19,10,0.655,15.36,10.05,,11,6,,8,5,,7,2,,2243,2089,,1175,769,1721,0.447,219,653,0.335,332,481,0.69,313,1021,405,178,82,434,590
335,Western Carolina,27,11,16,0.407,-7.43,-2.03,,4,13,,6,5,,4,9,,2039,2129,,1105,785,1688,0.465,242,671,0.361,317,459,0.691,233,943,377,195,71,321,526
336,Western Illinois,22,7,15,0.318,-12.48,-4.62,,5,9,,2,5,,4,9,,1606,1746,,880,608,1286,0.473,173,439,0.394,357,491,0.727,173,803,310,127,92,266,448
337,Western Kentucky,29,21,8,0.724,5.19,0.5,,11,3,,11,2,,5,3,,2108,1972,,1170,722,1710,0.422,245,673,0.364,283,383,0.739,251,906,360,195,113,381,510
338,Western Michigan,21,5,16,0.238,-11.51,-1.21,,4,12,,2,9,,3,7,,1325,1511,,840,560,1291,0.434,156,496,0.315,235,324,0.725,220,762,233,163,52,213,329
339,Wichita State NCAA,22,16,6,0.727,9.36,6.91,,11,2,,10,2,,5,2,,1572,1469,,890,533,1326,0.402,150,506,0.296,253,371,0.682,266,868,272,119,63,286,396
340,William & Mary,17,7,10,0.412,-11.23,-3.99,,4,6,,1,3,,5,6,,1101,1224,,685,465,1027,0.453,116,356,0.326,176,242,0.727,188,613,245,120,90,195,293
341,Winthrop NCAA,25,23,2,0.92,4.69,-7.15,,17,1,,11,1,,10,0,,1972,1676,,1000,597,1384,0.431,165,510,0.324,317,476,0.666,190,786,260,147,88,398,524
342,Wisconsin NCAA,31,18,13,0.581,17.22,11.93,,10,10,,11,5,,5,6,,2167,2003,,1250,729,1726,0.422,194,579,0.335,351,491,0.715,260,1084,385,135,115,356,501
343,Wofford,24,15,9,0.625,1.76,-0.24,,12,5,,9,3,,6,4,,1784,1627,,965,599,1373,0.436,195,580,0.336,234,341,0.686,215,779,290,154,67,311,375
344,Wright State,24,18,6,0.75,6.89,-7.65,,16,4,,9,4,,9,2,,1967,1618,,965,615,1534,0.401,154,504,0.306,234,334,0.701,244,791,272,172,51,290,465
345,Wyoming,25,14,11,0.56,-1.23,-2.31,,5,9,,7,5,,4,5,,1915,1888,,1010,694,1452,0.478,149,451,0.33,351,492,0.713,236,919,316,140,81,320,487
346,Xavier,21,13,8,0.619,11.09,6.47,,6,7,,11,2,,2,5,,1571,1474,,850,541,1310,0.413,165,488,0.338,227,308,0.737,222,768,308,116,58,242,341
347,Youngstown State,27,15,12,0.556,-9.78,-8.17,,9,11,,10,5,,5,7,,2010,1950,,1095,718,1569,0.458,219,622,0.352,295,411,0.718,257,940,377,155,83,385,472
