,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Opponent,,,,,,,,,,,,,,,,
294,Texas-Rio Grande Valley,32,11,21,0.344,-13.66,-4.44,,5,5,,10,5,,1,15,,1993,2194,,1280,795,1782,0.446,187,552,0.339,417,589,0.708,367,1144,410,236,99,433,593
295,The Citadel,30,6,24,0.2,-14.49,-3.67,,3,15,,4,10,,1,12,,1925,2158,,1220,804,1701,0.473,200,591,0.338,350,525,0.667,310,1025,372,233,116,382,537
296,Toledo,36,19,17,0.528,-3.35,-3.64,,7,9,,11,8,,5,7,,2500,2385,,1440,862,2027,0.425,246,744,0.331,415,634,0.655,463,1241,483,258,101,523,683
297,Towson,32,1,31,0.031,-16.71,1.54,,1,17,,1,13,,0,15,,1647,2231,,1280,773,1753,0.441,244,661,0.369,441,639,0.69,377,1079,465,331,118,341,548
298,Troy,28,10,18,0.357,-7.48,-0.85,,5,11,,6,7,,4,10,,1996,2122,,1130,763,1629,0.468,240,612,0.392,356,528,0.674,354,1082,439,171,83,416,452
299,Tulane,31,15,16,0.484,-0.12,-1.61,,3,13,,13,5,,2,10,,2002,1910,,1250,677,1594,0.425,174,526,0.331,382,552,0.692,296,1032,402,175,141,448,578
300,Tulsa,31,17,14,0.548,5.82,2.85,,10,6,,10,5,,6,6,,2093,2001,,1275,688,1644,0.418,161,451,0.357,464,667,0.696,287,952,311,229,111,381,631
301,UAB,31,15,16,0.484,2.61,3.64,,9,7,,8,7,,5,7,,1875,1907,,1245,693,1678,0.413,177,509,0.348,344,496,0.694,335,990,364,230,114,363,557
302,UC Davis,31,5,26,0.161,-15.6,-2.63,,3,13,,4,8,,1,14,,1924,2307,,1240,827,1780,0.465,209,583,0.358,444,667,0.666,386,1138,510,209,111,350,503
303,UC Irvine,32,12,20,0.375,-6.07,-1.24,,6,10,,8,6,,3,11,,2179,2309,,1290,786,1894,0.415,240,639,0.376,497,691,0.719,388,1222,445,209,102,418,591
304,UC Riverside,31,14,17,0.452,-8.01,-2.22,,7,9,,8,5,,5,9,,1841,1954,,1265,658,1675,0.393,188,595,0.316,450,614,0.733,361,1113,329,166,73,389,498
305,UC Santa Barbara,31,20,11,0.645,4,-1.38,,12,4,,11,3,,7,7,,2262,2059,,1260,717,1780,0.403,219,632,0.347,406,599,0.678,375,1048,407,139,63,352,515
306,UCF,33,22,11,0.667,4.33,2.98,,10,6,,16,1,,3,9,,2166,2096,,1320,764,1814,0.421,190,608,0.313,378,573,0.66,368,1105,432,187,106,410,651
307,UCLA,33,19,14,0.576,10.53,5.28,,11,7,,10,4,,4,7,,2263,2063,,1320,723,1734,0.417,196,538,0.364,421,601,0.7,322,1044,378,188,76,452,533
308,UNC Asheville NCAA,34,24,10,0.706,3.06,-2.72,,16,2,,15,2,,8,5,,2745,2426,,1365,865,1949,0.444,234,671,0.349,462,695,0.665,415,1133,501,223,107,539,734
309,UNC Greensboro,32,13,19,0.406,-9.67,-1.96,,10,8,,7,5,,4,13,,2231,2457,,1290,824,1784,0.462,234,630,0.371,575,800,0.719,363,1176,398,243,104,515,578
310,UNC Wilmington,31,10,21,0.323,-5.5,0.18,,5,13,,5,8,,4,12,,2013,2189,,1240,782,1787,0.438,181,583,0.31,444,665,0.668,375,1125,401,238,101,345,543
311,UT Arlington,33,24,9,0.727,3.35,-5.09,,15,1,,12,1,,9,7,,2537,2232,,1325,767,1869,0.41,255,764,0.334,443,662,0.669,377,1128,480,234,111,580,722
312,Utah,31,6,25,0.194,-9.31,5.49,,3,15,,6,9,,0,12,,1720,2161,,1245,780,1661,0.47,222,569,0.39,379,554,0.684,312,1063,460,217,100,336,508
313,Utah State,37,21,16,0.568,3.49,-0.37,,8,6,,17,5,,4,10,,2551,2400,,1485,863,2078,0.415,231,701,0.33,443,664,0.667,442,1210,457,211,84,400,686
314,Utah Valley,33,20,13,0.606,-6.53,-7.11,,9,1,,14,2,,5,10,,2305,2190,,1335,797,1923,0.414,197,656,0.3,399,579,0.689,354,1156,399,226,129,398,612
315,UTEP,32,15,17,0.469,2.92,2.85,,7,9,,11,5,,1,11,,2021,2019,,1310,718,1702,0.422,188,565,0.333,395,594,0.665,340,1033,418,189,96,389,557
316,UTSA,32,18,14,0.563,-1.83,-4.4,,10,6,,8,5,,8,8,,2339,2168,,1304,759,1810,0.419,252,779,0.323,398,595,0.669,380,1139,477,214,99,517,574
317,Valparaiso,34,22,12,0.647,0.61,0.02,,14,4,,14,3,,8,8,,2323,2223,,1370,787,1860,0.423,194,594,0.327,455,661,0.688,343,1073,433,233,96,394,661
318,Vanderbilt NCAA,36,25,11,0.694,15.71,8.04,,10,6,,13,5,,6,5,,2615,2339,,1455,861,2055,0.419,206,667,0.309,411,587,0.7,407,1189,405,251,128,451,658
319,Vermont NCAA,36,24,12,0.667,0.98,-5.19,,13,3,,10,4,,10,6,,2415,2193,,1455,783,1930,0.406,191,602,0.317,436,643,0.678,387,1155,358,209,118,452,665
320,Villanova,32,13,19,0.406,7.89,7.64,,5,13,,9,6,,2,9,,2266,2258,,1300,781,1886,0.414,230,676,0.34,466,654,0.713,381,1114,443,217,124,377,634
321,Virginia NCAA,32,22,10,0.688,12.51,4.23,,9,7,,13,3,,7,4,,2000,1735,,1285,636,1589,0.4,149,515,0.289,314,495,0.634,266,946,270,192,75,413,527
322,Virginia Commonwealth NCAA,36,29,7,0.806,8.79,0.63,,15,3,,13,1,,10,3,,2448,2154,,1450,762,1796,0.424,174,542,0.321,456,660,0.691,393,1268,359,210,147,644,661
323,VMI,33,17,16,0.515,-9.43,-5.16,,8,10,,13,2,,1,13,,2631,2660,,1325,979,2027,0.483,201,585,0.344,501,718,0.698,414,1305,525,221,81,536,650
324,Virginia Tech,33,16,17,0.485,8.93,6.21,,4,12,,11,7,,3,8,,2147,2057,,1330,733,1757,0.417,155,554,0.28,436,627,0.695,381,1124,339,169,129,415,545
325,Wagner,31,25,6,0.806,3.6,-5.5,,15,3,,12,3,,12,3,,2275,1993,,1240,649,1592,0.408,137,444,0.309,558,767,0.728,357,1054,325,187,117,532,639
326,Wake Forest,31,13,18,0.419,-0.75,4.19,,4,12,,9,7,,3,8,,2029,2182,,1240,791,1795,0.441,219,617,0.355,381,552,0.69,371,1125,417,201,144,375,592
327,Washington,35,24,11,0.686,10.79,5.27,,14,4,,18,2,,6,5,,2646,2453,,1410,866,2053,0.422,203,620,0.327,518,789,0.657,412,1223,440,196,128,482,631
328,Washington State,37,19,18,0.514,6.17,4.06,,7,11,,12,4,,6,10,,2521,2421,,1485,839,1969,0.426,257,735,0.35,486,723,0.672,385,1142,502,226,105,435,704
329,Weber State,32,25,7,0.781,1.51,-3.65,,14,2,,16,0,,7,7,,2473,2210,,1295,780,1824,0.428,229,640,0.358,421,605,0.696,326,1079,394,146,87,395,573
330,West Virginia NCAA,33,19,14,0.576,12.13,7.53,,9,9,,11,5,,4,6,,2346,2194,,1355,815,1816,0.449,179,554,0.323,385,567,0.679,331,1043,412,236,110,444,680
331,Western Carolina,35,17,18,0.486,-6.57,-3.42,,8,10,,9,4,,4,12,,2503,2459,,1420,852,1883,0.452,224,623,0.36,531,799,0.665,387,1240,445,218,121,531,609
332,Western Illinois,33,18,15,0.545,-2.84,-1.39,,9,9,,10,4,,6,10,,2031,1985,,1345,707,1612,0.439,198,563,0.352,373,516,0.723,270,1017,409,181,67,435,548
333,Western Kentucky NCAA,35,16,19,0.457,-2.66,0.51,,7,9,,8,7,,3,8,,2272,2383,,1410,839,1940,0.432,163,500,0.326,542,755,0.718,395,1264,412,224,148,510,678
334,Western Michigan,34,14,20,0.412,-1.8,0.17,,6,10,,11,3,,2,12,,2332,2375,,1375,837,1965,0.426,230,690,0.333,471,674,0.699,376,1112,457,250,124,364,664
335,Wichita State NCAA,33,27,6,0.818,17.42,3.8,,16,2,,14,1,,10,1,,2545,2060,,1340,729,1856,0.393,186,605,0.307,416,603,0.69,321,1034,357,188,97,422,594
336,William & Mary,32,6,26,0.188,-10.79,-0.72,,4,14,,4,9,,2,14,,1931,2220,,1285,799,1764,0.453,205,588,0.349,417,604,0.69,330,1113,410,248,124,312,530
337,Winthrop,32,12,20,0.375,-7.64,-3.47,,8,10,,7,5,,4,11,,2035,2112,,1295,704,1583,0.445,217,576,0.377,487,686,0.71,283,1051,411,173,109,447,545
338,Wisconsin NCAA,36,26,10,0.722,19.04,8.24,,12,6,,14,4,,7,4,,2304,1915,,1450,708,1819,0.389,129,439,0.294,370,542,0.683,331,1122,286,154,84,388,604
339,Wofford,33,19,14,0.576,-3.62,-3.79,,12,6,,11,2,,7,10,,2110,2087,,1330,752,1726,0.436,195,562,0.347,388,564,0.688,284,1037,355,184,88,373,506
340,Wright State,32,13,19,0.406,-4.07,0.25,,7,11,,9,7,,4,11,,1857,1967,,1290,659,1452,0.454,203,598,0.339,446,661,0.675,265,1045,389,177,116,520,586
341,Wyoming,33,21,12,0.636,6.79,1.43,,6,8,,16,3,,5,9,,2068,1855,,1325,642,1564,0.41,161,526,0.306,410,580,0.707,274,1000,299,179,76,471,600
342,Xavier NCAA,36,23,13,0.639,9.59,6.22,,10,6,,13,3,,5,6,,2543,2422,,1455,828,2062,0.402,224,734,0.305,542,732,0.74,397,1228,482,232,126,452,692
343,Yale,29,19,10,0.655,-1.37,-2.63,,9,5,,11,1,,7,9,,1991,1878,,1165,676,1619,0.418,162,488,0.332,364,527,0.691,278,946,349,187,102,370,588
344,Youngstown State,31,16,15,0.516,-1.78,-1.65,,10,8,,10,4,,6,10,,2095,2047,,1250,739,1718,0.43,200,555,0.36,369,549,0.672,364,1129,414,166,73,404,504
