YEAR,BY YEAR NO,TEAM NO,TEAM,SEED,CURRENT ROUND,SCORE,Opponent,Opponenet Score,Result
2010,351,185,Florida St.,9,64,60,Gonzaga,67,0
2010,350,193,Butler,5,64,77,UTEP,59,1
2010,349,141,UTEP,12,64,59,Butler,77,0
2010,348,140,Vanderbilt,4,64,65,Murray St.,66,0
2010,347,168,Murray St.,13,64,66,Vanderbilt,65,1
2010,346,131,Xavier,6,64,65,Minnesota,54,1
2010,345,172,Minnesota,11,64,54,Xavier,65,0
2010,344,157,Pittsburgh,3,64,89,Oakland,66,1
2010,343,162,Oakland,14,64,66,Pittsburgh,89,0
2010,342,192,BYU,7,64,99,Florida,92,1
2010,341,186,Florida,10,64,92,BYU,99,0
2010,340,179,Kansas St.,2,64,82,North Texas,62,1
2010,339,165,North Texas,15,64,62,Kansas St.,82,0
2010,338,178,Kentucky,1,64,100,East Tennessee St.,71,1
2010,337,187,East Tennessee St.,16,64,71,Kentucky,100,0
2010,336,146,Texas,8,64,80,Wake Forest,81,0
2010,335,137,Wake Forest,9,64,81,Texas,80,1
2010,334,148,Temple,5,64,65,Cornell,78,0
2010,333,189,Cornell,12,64,78,Temple,65,1
2010,332,133,Wisconsin,4,64,53,Wofford,49,1
2010,331,132,Wofford,13,64,49,Wisconsin,53,0
2010,330,175,Marquette,6,64,78,Washington,80,0
2010,329,136,Washington,11,64,80,Marquette,78,1
2010,328,167,New Mexico,3,64,62,Montana,57,1
2010,327,170,Montana,14,64,57,New Mexico,62,0
2010,326,190,Clemson,7,64,78,Missouri,86,0
2010,325,171,Missouri,10,64,86,Clemson,78,1
2010,324,135,West Virginia,2,64,77,Morgan St.,50,1
2010,323,169,Morgan St.,15,64,50,West Virginia,77,0
2010,322,188,Duke,1,64,73,Arkansas Pine Bluff,44,1
2010,321,195,Arkansas Pine Bluff,16,64,44,Duke,73,0
2010,320,191,California,8,64,77,Louisville,62,1
2010,319,176,Louisville,9,64,62,California,77,0
2010,318,145,Texas A&M,5,64,69,Utah St.,53,1
2010,317,142,Utah St.,12,64,53,Texas A&M,69,0
2010,316,156,Purdue,4,64,72,Siena,64,1
2010,315,150,Siena,13,64,64,Purdue,72,0
2010,314,163,Notre Dame,6,64,50,Old Dominion,51,0
2010,313,158,Old Dominion,11,64,51,Notre Dame,50,1
2010,312,194,Baylor,3,64,68,Sam Houston St.,59,1
2010,311,152,Sam Houston St.,14,64,59,Baylor,68,0
2010,310,155,Richmond,7,64,71,Saint Mary's,80,0
2010,309,153,Saint Mary's,10,64,80,Richmond,71,1
2010,308,138,Villanova,2,64,73,Robert Morris,70,1
2010,307,154,Robert Morris,15,64,70,Villanova,73,0
2010,306,180,Kansas,1,32,67,Northern Iowa,69,0
2010,305,164,Northern Iowa,9,32,69,Kansas,67,1
2010,304,173,Michigan St.,5,32,85,Maryland,83,1
2010,303,174,Maryland,4,32,83,Michigan St.,85,0
2010,302,147,Tennessee,6,32,83,Ohio,68,1
2010,301,161,Ohio,14,32,68,Tennessee,83,0
2010,300,183,Georgia Tech,10,32,66,Ohio St.,75,0
2010,299,160,Ohio St.,2,32,75,Georgia Tech,66,1
2010,298,149,Syracuse,1,32,87,Gonzaga,65,1
2010,297,182,Gonzaga,8,32,65,Syracuse,87,0
2010,296,193,Butler,5,32,54,Murray St.,52,1
2010,295,168,Murray St.,13,32,52,Butler,54,0
2010,294,131,Xavier,6,32,71,Pittsburgh,68,1
2010,293,157,Pittsburgh,3,32,68,Xavier,71,0
2010,292,192,BYU,7,32,72,Kansas St.,84,0
2010,291,179,Kansas St.,2,32,84,BYU,72,1
2010,290,178,Kentucky,1,32,90,Wake Forest,60,1
2010,289,137,Wake Forest,9,32,60,Kentucky,90,0
2010,288,189,Cornell,12,32,87,Wisconsin,69,1
2010,287,133,Wisconsin,4,32,69,Cornell,87,0
2010,286,136,Washington,11,32,82,New Mexico,64,1
2010,285,167,New Mexico,3,32,64,Washington,82,0
2010,284,171,Missouri,10,32,59,West Virginia,68,0
2010,283,135,West Virginia,2,32,68,Missouri,59,1
2010,282,188,Duke,1,32,68,California,53,1
2010,281,191,California,8,32,53,Duke,68,0
2010,280,145,Texas A&M,5,32,61,Purdue,63,0
2010,279,156,Purdue,4,32,63,Texas A&M,61,1
2010,278,158,Old Dominion,11,32,68,Baylor,76,0
2010,277,194,Baylor,3,32,76,Old Dominion,68,1
2010,276,153,Saint Mary's,10,32,75,Villanova,68,1
2010,275,138,Villanova,2,32,68,Saint Mary's,75,0
2010,274,164,Northern Iowa,9,16,52,Michigan St.,59,0
2010,273,173,Michigan St.,5,16,59,Northern Iowa,52,1
2010,272,147,Tennessee,6,16,76,Ohio St.,73,1
2010,271,160,Ohio St.,2,16,73,Tennessee,76,0
2010,270,149,Syracuse,1,16,59,Butler,63,0
2010,269,193,Butler,5,16,63,Syracuse,59,1
2010,268,131,Xavier,6,16,96,Kansas St.,101,0
2010,267,179,Kansas St.,2,16,101,Xavier,96,1
2010,266,178,Kentucky,1,16,62,Cornell,45,1
2010,265,189,Cornell,12,16,45,Kentucky,62,0
2010,264,136,Washington,11,16,56,West Virginia,69,0
2010,263,135,West Virginia,2,16,69,Washington,56,1
2010,262,188,Duke,1,16,70,Purdue,57,1
2010,261,156,Purdue,4,16,57,Duke,70,0
2010,260,194,Baylor,3,16,72,Saint Mary's,49,1
2010,259,153,Saint Mary's,10,16,49,Baylor,72,0
2010,258,173,Michigan St.,5,8,70,Tennessee,69,1
2010,257,147,Tennessee,6,8,69,Michigan St.,70,0
2010,256,193,Butler,5,8,63,Kansas St.,56,1
2010,255,179,Kansas St.,2,8,56,Butler,63,0
2010,254,178,Kentucky,1,8,66,West Virginia,73,0
2010,253,135,West Virginia,2,8,73,Kentucky,66,1
2009,252,188,Duke,1,8,78,Baylor,71,1
2009,251,194,Baylor,3,8,71,Duke,78,0
2009,250,173,Michigan St.,5,4,50,Butler,52,0
2009,249,193,Butler,5,4,52,Michigan St.,50,1
2009,248,135,West Virginia,2,4,57,Duke,78,0
2009,247,188,Duke,1,4,78,West Virginia,57,1
2009,246,193,Butler,5,2,59,Duke,61,0
2009,245,188,Duke,1,2,61,Butler,59,1
2009,244,107,Louisville,1,64,74,Morehead St.,54,1
2009,243,97,Morehead St.,16,64,54,Louisville,74,0
2009,242,92,Ohio St.,8,64,72,Siena,74,0
2009,241,84,Siena,9,64,74,Ohio St.,72,1
2009,240,75,Utah,5,64,71,Arizona,84,0
2009,239,127,Arizona,12,64,84,Utah,71,1
2009,238,71,Wake Forest,4,64,69,Cleveland St.,84,0
2009,237,117,Cleveland St.,13,64,84,Wake Forest,69,1
2009,236,69,West Virginia,6,64,60,Dayton,68,0
2009,235,114,Dayton,11,64,68,West Virginia,60,1
2009,234,108,Kansas,3,64,84,North Dakota St.,74,1
2009,233,94,North Dakota St.,14,64,74,Kansas,84,0
2009,232,124,Boston College,7,64,55,USC,72,0
2009,231,76,USC,10,64,72,Boston College,55,1
2009,230,101,Michigan St.,2,64,77,Robert Morris,62,1
2009,229,85,Robert Morris,15,64,62,Michigan St.,77,0
2009,228,116,Connecticut,1,64,103,Chattanooga,47,1
2009,227,119,Chattanooga,16,64,47,Connecticut,103,0
2009,226,122,BYU,8,64,66,Texas A&M,79,0
2009,225,78,Texas A&M,9,64,79,BYU,66,1
2009,224,87,Purdue,5,64,61,Northern Iowa,56,1
2009,223,93,Northern Iowa,12,64,56,Purdue,61,0
2009,222,70,Washington,4,64,71,Mississippi St.,58,1
2009,221,99,Mississippi St.,13,64,58,Washington,71,0
2009,220,105,Marquette,6,64,58,Utah St.,57,1
2009,219,74,Utah St.,11,64,57,Marquette,58,0
2009,218,98,Missouri,3,64,78,Cornell,59,1
2009,217,115,Cornell,14,64,59,Missouri,78,0
2009,216,120,California,7,64,71,Maryland,84,0
2009,215,104,Maryland,10,64,84,California,71,1
2009,214,103,Memphis,2,64,81,Cal St. Northridge,70,1
2009,213,121,Cal St. Northridge,15,64,70,Memphis,81,0
2009,212,89,Pittsburgh,1,64,72,East Tennessee St.,62,1
2009,211,112,East Tennessee St.,16,64,62,Pittsburgh,72,0
2009,210,90,Oklahoma St.,8,64,77,Tennessee,75,1
2009,209,80,Tennessee,9,64,75,Oklahoma St.,77,0
2009,208,111,Florida St.,5,64,59,Wisconsin,61,0
2009,207,67,Wisconsin,12,64,61,Florida St.,59,1
2009,206,66,Xavier,4,64,77,Portland St.,59,1
2009,205,88,Portland St.,13,64,59,Xavier,77,0
2009,204,77,UCLA,6,64,65,VCU,64,1
2009,203,73,VCU,11,64,64,UCLA,65,0
2009,202,72,Villanova,3,64,80,American,67,1
2009,201,128,American,14,64,67,Villanova,80,0
2009,200,79,Texas,7,64,76,Minnesota,62,1
2009,199,100,Minnesota,10,64,62,Texas,76,0
2009,198,113,Duke,2,64,86,Binghamton,62,1
2009,197,125,Binghamton,15,64,62,Duke,86,0
2009,196,95,North Carolina,1,64,101,Radford,58,1
2009,195,86,Radford,16,64,58,North Carolina,101,0
2009,194,106,LSU,8,64,75,Butler,71,1
2009,193,123,Butler,9,64,71,LSU,75,0
2009,192,109,Illinois,5,64,72,Western Kentucky,76,0
2009,191,68,Western Kentucky,12,64,76,Illinois,72,1
2009,190,110,Gonzaga,4,64,77,Akron,64,1
2009,189,130,Akron,13,64,64,Gonzaga,77,0
2009,188,126,Arizona St.,6,64,66,Temple,57,1
2009,187,81,Temple,11,64,57,Arizona St.,66,0
2009,186,82,Syracuse,3,64,59,Stephen F. Austin,44,1
2009,185,83,Stephen F. Austin,14,64,44,Syracuse,59,0
2009,184,118,Clemson,7,64,59,Michigan,62,0
2009,183,102,Michigan,10,64,62,Clemson,59,1
2009,182,91,Oklahoma,2,64,82,Morgan St.,54,1
2009,181,96,Morgan St.,15,64,54,Oklahoma,82,0
2009,180,107,Louisville,1,32,79,Siena,72,1
2009,179,84,Siena,9,32,72,Louisville,79,0
2009,178,127,Arizona,12,32,71,Cleveland St.,57,1
2009,177,117,Cleveland St.,13,32,57,Arizona,71,0
2009,176,114,Dayton,11,32,43,Kansas,60,0
2009,175,108,Kansas,3,32,60,Dayton,43,1
2009,174,76,USC,10,32,69,Michigan St.,74,0
2009,173,101,Michigan St.,2,32,74,USC,69,1
2009,172,116,Connecticut,1,32,92,Texas A&M,66,1
2009,171,78,Texas A&M,9,32,66,Connecticut,92,0
2009,170,87,Purdue,5,32,76,Washington,74,1
2009,169,70,Washington,4,32,74,Purdue,76,0
2009,168,105,Marquette,6,32,79,Missouri,83,0
2009,167,98,Missouri,3,32,83,Marquette,79,1
2009,166,104,Maryland,10,32,70,Memphis,89,0
2009,165,103,Memphis,2,32,89,Maryland,70,1
2009,164,89,Pittsburgh,1,32,84,Oklahoma St.,76,1
2009,163,90,Oklahoma St.,8,32,76,Pittsburgh,84,0
2009,162,67,Wisconsin,12,32,49,Xavier,60,0
2009,161,66,Xavier,4,32,60,Wisconsin,49,1
2009,160,77,UCLA,6,32,69,Villanova,89,0
2009,159,72,Villanova,3,32,89,UCLA,69,1
2009,158,79,Texas,7,32,69,Duke,74,0
2009,157,113,Duke,2,32,74,Texas,69,1
2009,156,95,North Carolina,1,32,84,LSU,70,1
2009,155,106,LSU,8,32,70,North Carolina,84,0
2009,154,68,Western Kentucky,12,32,81,Gonzaga,83,0
2009,153,110,Gonzaga,4,32,83,Western Kentucky,81,1
2009,152,126,Arizona St.,6,32,67,Syracuse,78,0
2009,151,82,Syracuse,3,32,78,Arizona St.,67,1
2009,150,102,Michigan,10,32,63,Oklahoma,73,0
2009,149,91,Oklahoma,2,32,73,Michigan,63,1
2009,148,107,Louisville,1,16,103,Arizona,64,1
2009,147,127,Arizona,12,16,64,Louisville,103,0
2009,146,108,Kansas,3,16,62,Michigan St.,67,0
2009,145,101,Michigan St.,2,16,67,Kansas,62,1
2009,144,116,Connecticut,1,16,72,Purdue,60,1
2009,143,87,Purdue,5,16,60,Connecticut,72,0
2009,142,98,Missouri,3,16,102,Memphis,91,1
2009,141,103,Memphis,2,16,91,Missouri,102,0
2009,140,89,Pittsburgh,1,16,60,Xavier,55,1
2009,139,66,Xavier,4,16,55,Pittsburgh,60,0
2009,138,72,Villanova,3,16,77,Duke,54,1
2009,137,113,Duke,2,16,54,Villanova,77,0
2009,136,95,North Carolina,1,16,98,Gonzaga,77,1
2009,135,110,Gonzaga,4,16,77,North Carolina,98,0
2009,134,82,Syracuse,3,16,71,Oklahoma,84,0
2009,133,91,Oklahoma,2,16,84,Syracuse,71,1
2009,132,107,Louisville,1,8,52,Michigan St.,64,0
2009,131,101,Michigan St.,2,8,64,Louisville,52,1
2009,130,116,Connecticut,1,8,82,Missouri,75,1
2009,129,98,Missouri,3,8,75,Connecticut,82,0
2009,128,89,Pittsburgh,1,8,76,Villanova,78,0
2009,127,72,Villanova,3,8,78,Pittsburgh,76,1
2008,126,95,North Carolina,1,8,72,Oklahoma,60,1
2008,125,91,Oklahoma,2,8,60,North Carolina,72,0
2008,124,101,Michigan St.,2,4,82,Connecticut,73,1
2008,123,116,Connecticut,1,4,73,Michigan St.,82,0
2008,122,72,Villanova,3,4,69,North Carolina,83,0
2008,121,95,North Carolina,1,4,83,Villanova,69,1
2008,120,101,Michigan St.,2,2,72,North Carolina,89,0
2008,119,95,North Carolina,1,2,89,Michigan St.,72,1
2008,118,31,North Carolina,1,64,113,Mount St. Mary's,74,1
2008,117,32,Mount St. Mary's,16,64,74,North Carolina,113,0
2008,116,44,Indiana,8,64,72,Arkansas,86,0
2008,115,63,Arkansas,9,64,86,Indiana,72,1
2008,114,30,Notre Dame,5,64,68,George Mason,50,1
2008,113,48,George Mason,12,64,50,Notre Dame,68,0
2008,112,6,Washington St.,4,64,71,Winthrop,40,1
2008,111,3,Winthrop,13,64,40,Washington St.,71,0
2008,110,29,Oklahoma,6,64,72,Saint Joseph's,64,1
2008,109,23,Saint Joseph's,11,64,64,Oklahoma,72,0
2008,108,39,Louisville,3,64,79,Boise St.,61,1
2008,107,59,Boise St.,14,64,61,Louisville,79,0
2008,106,58,Butler,7,64,81,South Alabama,61,1
2008,105,19,South Alabama,10,64,61,Butler,81,0
2008,104,16,Tennessee,2,64,72,American,57,1
2008,103,65,American,15,64,57,Tennessee,72,0
2008,102,43,Kansas,1,64,85,Portland St.,61,1
2008,101,25,Portland St.,16,64,61,Kansas,85,0
2008,100,11,UNLV,8,64,71,Kent St.,58,1
2008,99,41,Kent St.,9,64,58,UNLV,71,0
2008,98,55,Clemson,5,64,69,Villanova,75,0
2008,97,7,Villanova,12,64,75,Clemson,69,1
2008,96,8,Vanderbilt,4,64,62,Siena,83,0
2008,95,20,Siena,13,64,83,Vanderbilt,62,1
2008,94,10,USC,6,64,67,Kansas St.,80,0
2008,93,42,Kansas St.,11,64,80,USC,67,1
2008,92,2,Wisconsin,3,64,71,Cal St. Fullerton,56,1
2008,91,56,Cal St. Fullerton,14,64,56,Wisconsin,71,0
2008,90,45,Gonzaga,7,64,76,Davidson,82,0
2008,89,51,Davidson,10,64,82,Gonzaga,76,1
2008,88,47,Georgetown,2,64,66,UMBC,47,1
2008,87,12,UMBC,15,64,47,Georgetown,66,0
2008,86,37,Memphis,1,64,87,UT Arlington,63,1
2008,85,9,UT Arlington,16,64,63,Memphis,87,0
2008,84,34,Mississippi St.,8,64,76,Oregon,69,1
2008,83,27,Oregon,9,64,69,Mississippi St.,76,0
2008,82,35,Michigan St.,5,64,72,Temple,61,1
2008,81,17,Temple,12,64,61,Michigan St.,72,0
2008,80,26,Pittsburgh,4,64,82,Oral Roberts,63,1
2008,79,28,Oral Roberts,13,64,63,Pittsburgh,82,0
2008,78,38,Marquette,6,64,74,Kentucky,66,1
2008,77,40,Kentucky,11,64,66,Marquette,74,0
2008,76,18,Stanford,3,64,77,Cornell,53,1
2008,75,52,Cornell,14,64,53,Stanford,77,0
2008,74,36,Miami FL,7,64,78,Saint Mary's,64,1
2008,73,22,Saint Mary's,10,64,64,Miami FL,78,0
2008,72,15,Texas,2,64,74,Austin Peay,54,1
2008,71,62,Austin Peay,15,64,54,Texas,74,0
2008,70,13,UCLA,1,64,70,Mississippi Valley St.,29,1
2008,69,33,Mississippi Valley St.,16,64,29,UCLA,70,0
2008,68,57,BYU,8,64,62,Texas A&M,67,0
2008,67,14,Texas A&M,9,64,67,BYU,62,1
2008,66,50,Drake,5,64,99,Western Kentucky,101,0
2008,65,4,Western Kentucky,12,64,101,Drake,99,1
2008,64,54,Connecticut,4,64,69,San Diego,70,0
2008,63,21,San Diego,13,64,70,Connecticut,69,1
2008,62,24,Purdue,6,64,90,Baylor,79,1
2008,61,61,Baylor,11,64,79,Purdue,90,0
2008,60,1,Xavier,3,64,73,Georgia,61,1
2008,59,46,Georgia,14,64,61,Xavier,73,0
2008,58,5,West Virginia,7,64,75,Arizona,65,1
2008,57,64,Arizona,10,64,65,West Virginia,75,0
2008,56,49,Duke,2,64,71,Belmont,70,1
2008,55,60,Belmont,15,64,70,Duke,71,0
2008,54,31,North Carolina,1,32,108,Arkansas,77,1
2008,53,63,Arkansas,9,32,77,North Carolina,108,0
2008,52,30,Notre Dame,5,32,41,Washington St.,61,0
2008,51,6,Washington St.,4,32,61,Notre Dame,41,1
2008,50,29,Oklahoma,6,32,48,Louisville,78,0
2008,49,39,Louisville,3,32,78,Oklahoma,48,1
2008,48,58,Butler,7,32,71,Tennessee,76,0
2008,47,16,Tennessee,2,32,76,Butler,71,1
2008,46,43,Kansas,1,32,75,UNLV,56,1
2008,45,11,UNLV,8,32,56,Kansas,75,0
2008,44,7,Villanova,12,32,84,Siena,72,1
2008,43,20,Siena,13,32,72,Villanova,84,0
2008,42,42,Kansas St.,11,32,55,Wisconsin,72,0
2008,41,2,Wisconsin,3,32,72,Kansas St.,55,1
2008,40,51,Davidson,10,32,74,Georgetown,70,1
2008,39,47,Georgetown,2,32,70,Davidson,74,0
2008,38,37,Memphis,1,32,77,Mississippi St.,74,1
2008,37,34,Mississippi St.,8,32,74,Memphis,77,0
2008,36,35,Michigan St.,5,32,65,Pittsburgh,54,1
2008,35,26,Pittsburgh,4,32,54,Michigan St.,65,0
2008,34,38,Marquette,6,32,81,Stanford,82,0
2008,33,18,Stanford,3,32,82,Marquette,81,1
2008,32,36,Miami FL,7,32,72,Texas,75,0
2008,31,15,Texas,2,32,75,Miami FL,72,1
2008,30,13,UCLA,1,32,51,Texas A&M,49,1
2008,29,14,Texas A&M,9,32,49,UCLA,51,0
2008,28,4,Western Kentucky,12,32,72,San Diego,63,1
2008,27,21,San Diego,13,32,63,Western Kentucky,72,0
2008,26,24,Purdue,6,32,78,Xavier,85,0
2008,25,1,Xavier,3,32,85,Purdue,78,1
2008,24,5,West Virginia,7,32,73,Duke,67,1
2008,23,49,Duke,2,32,67,West Virginia,73,0
2008,22,31,North Carolina,1,16,68,Washington St.,47,1
2008,21,6,Washington St.,4,16,47,North Carolina,68,0
2008,20,39,Louisville,3,16,79,Tennessee,60,1
2008,19,16,Tennessee,2,16,60,Louisville,79,0
2008,18,43,Kansas,1,16,72,Villanova,57,1
2008,17,7,Villanova,12,16,57,Kansas,72,0
2008,16,2,Wisconsin,3,16,56,Davidson,73,0
2008,15,51,Davidson,10,16,73,Wisconsin,56,1
2008,14,37,Memphis,1,16,92,Michigan St.,74,1
2008,13,35,Michigan St.,5,16,74,Memphis,92,0
2008,12,18,Stanford,3,16,62,Texas,82,0
2008,11,15,Texas,2,16,82,Stanford,62,1
2008,10,13,UCLA,1,16,88,Western Kentucky,78,1
2008,9,4,Western Kentucky,12,16,78,UCLA,88,0
2008,8,1,Xavier,3,16,79,West Virginia,75,1
2008,7,5,West Virginia,7,16,75,Xavier,79,0
2008,6,31,North Carolina,1,8,83,Louisville,73,1
2008,5,39,Louisville,3,8,73,North Carolina,83,0
2008,4,43,Kansas,1,8,59,Davidson,57,1
2008,3,51,Davidson,10,8,57,Kansas,59,0
2008,2,37,Memphis,1,8,85,Texas,67,1
2008,1,15,Texas,2,8,67,Memphis,85,0
,,13,UCLA,1,8,76,Xavier,57,1
,,1,Xavier,3,8,57,UCLA,76,0
,,31,North Carolina,1,4,66,Kansas,84,0
,,43,Kansas,1,4,84,North Carolina,66,1
,,37,Memphis,1,4,78,UCLA,63,1
,,13,UCLA,1,4,63,Memphis,78,0
,,43,Kansas,1,2,75,Memphis,68,1
,,37,Memphis,1,2,68,Kansas,75,0
