,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Opponent,,,,,,,,,,,,,,,,
294,Stonehill,31,4,27,0.129,-20.1,-6.1,,2,14,,4,8,,0,19,,1967,2360,,1245,826,1875,0.441,308,867,0.355,400,548,0.73,346,1210,499,244,129,367,438
295,Stony Brook,35,20,15,0.571,-2.59,-2.62,,10,8,,13,3,,4,11,,2573,2531,,1430,908,2148,0.423,313,901,0.347,402,580,0.693,384,1299,519,210,87,370,542
296,Syracuse,32,20,12,0.625,8.53,9.4,,11,9,,14,2,,4,7,,2442,2420,,1280,899,1964,0.458,250,732,0.342,372,511,0.728,360,1203,456,200,93,463,512
297,Tarleton State,35,25,10,0.714,1.4,-0.97,,16,4,,13,4,,10,5,,2593,2402,,1405,854,1956,0.437,235,711,0.331,459,663,0.692,383,1219,413,200,126,502,591
298,TCU NCAA,34,21,13,0.618,14.62,7.32,,9,9,,12,4,,6,5,,2687,2439,,1380,867,1932,0.449,224,678,0.33,481,683,0.704,329,1103,492,233,132,501,599
299,Temple,36,16,20,0.444,-1.26,1.68,,5,13,,5,9,,5,7,,2551,2624,,1470,912,2085,0.437,259,807,0.321,541,745,0.726,374,1400,496,213,134,430,589
300,Tennessee NCAA,36,27,9,0.75,21.81,10.42,,14,4,,14,2,,8,3,,2836,2426,,1440,814,2091,0.389,268,859,0.312,530,746,0.71,382,1265,398,226,101,469,652
301,Tennessee State,33,18,15,0.545,-9.64,-7.64,,10,8,,11,3,,5,10,,2400,2343,,1325,790,1873,0.422,208,632,0.329,555,767,0.724,372,1173,379,228,126,443,582
302,Tennessee Tech,31,10,21,0.323,-15.04,-6.29,,5,13,,7,8,,3,13,,2089,2289,,1250,857,1867,0.459,243,690,0.352,332,427,0.778,288,1113,465,212,100,323,483
303,Tennessee-Martin,32,21,11,0.656,-5.57,-7.25,,14,4,,12,2,,9,7,,2609,2455,,1290,904,2170,0.417,288,886,0.325,359,499,0.719,346,1220,454,216,130,340,558
304,Texas NCAA,34,21,13,0.618,15.91,9.41,,9,9,,14,4,,4,6,,2563,2342,,1365,826,1940,0.426,214,637,0.336,476,660,0.721,362,1158,392,215,116,438,554
305,Texas A&M NCAA,36,21,15,0.583,13.35,9.32,,9,9,,10,5,,6,6,,2736,2591,,1450,898,2095,0.429,318,940,0.338,477,668,0.714,355,1212,534,191,191,409,710
306,Texas A&M-Corpus Christi,33,21,12,0.636,-4.45,-7.24,,14,4,,13,2,,8,7,,2480,2200,,1335,714,1755,0.407,195,647,0.301,577,815,0.708,280,1109,360,226,135,494,608
307,Texas Southern,33,16,17,0.485,-9.09,-7.03,,12,6,,7,4,,6,11,,2316,2346,,1325,799,1882,0.425,221,684,0.323,527,742,0.71,359,1202,424,218,113,418,535
308,Texas State,35,17,18,0.486,-3.71,-0.74,,7,11,,9,4,,5,11,,2445,2452,,1410,853,1954,0.437,220,687,0.32,526,724,0.727,354,1182,406,266,134,453,621
309,Texas Tech NCAA,34,23,11,0.676,14.96,9.28,,11,7,,15,2,,4,6,,2561,2368,,1365,864,2009,0.43,250,776,0.322,390,546,0.714,369,1148,407,202,117,389,581
310,Texas-Rio Grande Valley,31,6,25,0.194,-13.39,-0.9,,2,18,,5,9,,1,14,,2181,2473,,1250,890,1898,0.469,221,638,0.346,472,644,0.733,350,1223,539,229,139,448,589
311,The Citadel,32,11,21,0.344,-6.53,-2.91,,3,15,,7,7,,2,13,,2260,2289,,1285,860,1878,0.458,263,749,0.351,306,420,0.729,281,1034,467,210,125,354,546
312,Toledo,32,20,12,0.625,1.78,-2.09,,14,4,,12,3,,8,5,,2560,2436,,1290,916,1909,0.48,242,710,0.341,362,500,0.724,307,1076,434,191,137,418,577
313,Towson,34,20,14,0.588,0.19,-2.27,,11,7,,12,2,,6,6,,2296,2164,,1375,770,1833,0.42,222,676,0.328,402,578,0.696,311,1050,365,214,114,375,539
314,Troy,32,20,12,0.625,1.24,-3.17,,13,5,,15,2,,5,9,,2546,2261,,1300,777,1815,0.428,213,609,0.35,494,707,0.699,338,1097,345,259,129,496,587
315,Tulane,31,14,17,0.452,3.65,2.68,,5,13,,11,6,,2,8,,2540,2481,,1260,869,1999,0.435,292,838,0.348,451,633,0.712,388,1222,500,210,114,401,608
316,Tulsa,31,16,15,0.516,-1.2,-1,,7,11,,14,4,,2,9,,2325,2290,,1255,800,1872,0.427,233,721,0.323,457,659,0.693,357,1175,419,219,74,402,578
317,UAB NCAA,35,23,12,0.657,5.14,3.73,,12,6,,12,5,,7,5,,2711,2627,,1420,943,2122,0.444,268,779,0.344,473,655,0.722,397,1215,463,247,145,403,654
318,UC Davis,33,20,13,0.606,-1.33,-2.85,,14,6,,10,6,,8,6,,2351,2246,,1330,777,1803,0.431,192,601,0.319,500,684,0.731,338,1115,375,224,93,481,619
319,UC Irvine,34,24,10,0.706,6.89,-0.93,,17,3,,13,0,,8,9,,2639,2321,,1370,817,1984,0.412,201,603,0.333,486,682,0.713,343,1120,399,194,127,421,605
320,UC Riverside,34,16,18,0.471,-4.26,-1.23,,10,10,,10,5,,4,12,,2404,2448,,1366,877,1901,0.461,225,632,0.356,469,652,0.719,279,1209,458,154,122,377,581
321,UC San Diego,33,21,12,0.636,2.04,-2.8,,15,5,,14,2,,7,8,,2530,2290,,1335,837,1911,0.438,231,693,0.333,385,539,0.714,314,1125,412,152,117,381,574
322,UC Santa Barbara,31,16,15,0.516,-3.19,-3.01,,9,11,,9,7,,6,7,,2337,2280,,1250,848,1871,0.453,208,636,0.327,376,554,0.679,292,993,382,214,81,310,564
323,UCF,33,17,16,0.515,11.92,8.17,,7,11,,11,8,,3,7,,2366,2242,,1325,741,1800,0.412,242,712,0.34,518,711,0.729,308,1140,427,224,113,469,597
324,UCLA,33,16,17,0.485,7.5,7.84,,10,10,,9,7,,5,6,,2177,2160,,1320,741,1747,0.424,249,748,0.333,429,616,0.696,299,1074,372,182,86,388,607
325,UNC Asheville,34,22,12,0.647,-1.92,-2.99,,12,4,,12,2,,5,7,,2682,2485,,1375,884,2054,0.43,240,745,0.322,477,672,0.71,387,1204,418,210,104,434,677
326,UNC Greensboro,32,21,11,0.656,-0.27,-2.9,,12,6,,11,3,,7,7,,2422,2233,,1290,749,1826,0.41,266,803,0.331,469,635,0.739,330,1083,358,185,85,371,511
327,UNC Wilmington,31,21,10,0.677,1.21,-2.9,,12,6,,10,2,,10,6,,2461,2202,,1260,792,1762,0.449,226,645,0.35,392,560,0.7,321,1076,344,124,84,383,559
328,UT Arlington,34,20,14,0.588,2.38,0.69,,13,7,,12,3,,5,10,,2614,2492,,1365,828,1961,0.422,240,691,0.347,596,805,0.74,358,1143,455,256,121,465,666
329,Utah,37,22,15,0.595,15,9.41,,9,11,,17,2,,2,9,,2915,2708,,1495,1002,2347,0.427,287,855,0.336,417,609,0.685,372,1344,514,235,118,375,618
330,Utah State NCAA,35,28,7,0.8,11.56,5.29,,14,4,,14,1,,8,4,,2788,2497,,1420,906,2070,0.438,221,755,0.293,464,634,0.732,330,1157,456,223,84,417,645
331,Utah Tech,31,11,20,0.355,-8.08,-1.18,,7,13,,6,7,,5,13,,2194,2389,,1250,802,1819,0.441,227,670,0.339,558,769,0.726,351,1126,420,272,112,416,607
332,Utah Valley,32,16,16,0.5,-1.33,-0.03,,11,9,,10,4,,5,10,,2199,2195,,1290,774,1834,0.422,202,629,0.321,445,641,0.694,308,1148,448,225,118,409,577
333,UTEP,34,18,16,0.529,-1.49,-1.3,,7,9,,13,5,,2,9,,2470,2348,,1370,798,1768,0.451,194,608,0.319,558,792,0.705,336,1170,374,255,123,636,660
334,UTSA,32,11,21,0.344,-5.26,-0.71,,5,13,,7,9,,4,11,,2483,2591,,1300,908,2032,0.447,280,761,0.368,495,699,0.708,348,1221,477,195,144,303,568
335,Valparaiso,32,7,25,0.219,-8.25,1.17,,3,17,,6,11,,1,13,,2163,2416,,1280,893,1870,0.478,234,661,0.354,396,571,0.694,322,1233,487,205,80,396,491
336,Vanderbilt,32,9,23,0.281,0.19,8.16,,4,14,,8,10,,1,9,,2173,2428,,1285,858,1881,0.456,278,744,0.374,434,555,0.782,314,1189,473,181,112,347,558
337,Vermont NCAA,35,28,7,0.8,2.78,-3.31,,15,1,,16,1,,10,4,,2506,2205,,1405,805,1982,0.406,223,710,0.314,372,521,0.714,289,1183,345,180,113,351,529
338,Villanova,34,18,16,0.529,14.44,9.82,,10,10,,10,6,,4,8,,2388,2231,,1390,788,1926,0.409,286,872,0.328,369,501,0.737,287,1157,451,188,135,361,484
339,Virginia NCAA,34,23,11,0.676,10.45,7.31,,13,7,,15,2,,5,6,,2140,2033,,1375,732,1805,0.406,218,715,0.305,349,466,0.749,316,1181,381,170,108,408,444
340,Virginia Commonwealth,38,24,14,0.632,8.7,4.41,,11,7,,13,6,,7,5,,2697,2534,,1530,870,2138,0.407,260,831,0.313,534,728,0.734,366,1259,428,270,86,425,639
341,VMI,32,4,28,0.125,-20.65,-2.44,,1,17,,4,10,,0,15,,2204,2644,,1285,969,2092,0.463,293,821,0.357,413,628,0.658,361,1250,491,292,101,375,507
342,Virginia Tech,34,19,15,0.559,11.91,7.97,,10,10,,15,2,,2,10,,2547,2413,,1360,879,1943,0.452,223,658,0.339,432,587,0.736,297,1085,433,218,103,391,573
343,Wagner NCAA,33,17,16,0.515,-10.64,-8.58,,7,9,,7,5,,9,10,,2103,2083,,1335,753,1786,0.422,218,727,0.3,359,525,0.684,300,1162,444,158,106,367,462
344,Wake Forest,35,21,14,0.6,14.94,7.52,,11,9,,17,2,,2,9,,2733,2473,,1410,885,2045,0.433,240,725,0.331,463,616,0.752,313,1140,378,205,121,397,615
345,Washington,32,17,15,0.531,11.85,8.38,,9,11,,11,6,,5,6,,2579,2468,,1305,886,2003,0.442,235,698,0.337,461,663,0.695,346,1157,455,206,111,371,590
346,Washington State NCAA,35,25,10,0.714,14.02,7.19,,14,6,,15,2,,6,4,,2574,2335,,1410,834,1979,0.421,200,616,0.325,467,639,0.731,309,1107,380,197,92,365,594
347,Weber State,32,20,12,0.625,-0.49,-4.15,,11,7,,12,2,,7,7,,2414,2161,,1290,799,1743,0.458,220,636,0.346,343,485,0.707,235,1029,409,163,87,405,562
348,West Virginia,32,9,23,0.281,3.73,10.76,,4,14,,9,9,,0,9,,2234,2459,,1290,878,1969,0.446,296,846,0.35,407,553,0.736,343,1147,498,242,124,332,586
349,Western Carolina,32,22,10,0.688,1.96,-3.35,,11,7,,12,3,,10,6,,2459,2198,,1295,789,1934,0.408,201,612,0.328,419,595,0.704,305,1107,286,168,88,311,521
350,Western Illinois,33,21,12,0.636,-8.75,-7.37,,13,5,,10,5,,10,6,,2272,2167,,1330,819,2018,0.406,186,626,0.297,343,475,0.722,346,1121,354,244,107,334,573
351,Western Kentucky NCAA,34,22,12,0.647,1.19,-2.91,,8,8,,12,2,,6,7,,2728,2531,,1361,889,2144,0.415,279,877,0.318,474,687,0.69,361,1243,444,247,147,480,608
352,Western Michigan,32,12,20,0.375,-9.3,-3.79,,9,9,,7,7,,3,12,,2281,2396,,1295,857,1930,0.444,251,736,0.341,431,597,0.722,342,1128,440,221,72,352,564
353,Wichita State,34,15,19,0.441,2.02,3.2,,5,13,,10,5,,2,10,,2475,2484,,1370,895,2126,0.421,264,809,0.326,430,590,0.729,372,1207,471,271,133,348,494
354,William & Mary,33,10,23,0.303,-11.33,-5.55,,4,14,,7,7,,2,13,,2305,2380,,1325,840,1890,0.444,230,695,0.331,470,639,0.736,321,1192,387,190,128,323,556
355,Winthrop,32,17,15,0.531,-1.97,-3.42,,8,8,,11,5,,6,9,,2475,2287,,1310,785,1864,0.421,251,794,0.316,466,618,0.754,356,1088,384,218,125,426,702
356,Wisconsin NCAA,36,22,14,0.611,16.01,11.35,,11,9,,14,3,,3,9,,2688,2520,,1455,896,1961,0.457,248,672,0.369,480,663,0.724,278,1113,424,181,144,406,658
357,Wofford,32,17,15,0.531,-3.87,-1.6,,10,8,,11,2,,6,9,,2384,2362,,1300,812,1875,0.433,280,800,0.35,458,615,0.745,278,1057,407,209,88,305,527
358,Wright State,32,18,14,0.563,-0.22,-3.62,,13,7,,9,7,,7,6,,2767,2599,,1295,953,2011,0.474,274,760,0.361,419,587,0.714,318,1041,429,235,85,390,574
359,Wyoming,32,15,17,0.469,0.54,4.57,,8,10,,9,5,,3,10,,2331,2383,,1290,868,1914,0.454,262,767,0.342,385,519,0.742,322,1069,421,261,123,360,622
360,Xavier,34,16,18,0.471,12.23,11.03,,9,11,,11,7,,3,9,,2579,2538,,1360,921,2111,0.436,250,747,0.335,446,626,0.712,365,1223,549,213,164,389,600
361,Yale NCAA,33,23,10,0.697,4.63,0.41,,11,3,,9,2,,9,6,,2465,2226,,1340,788,1873,0.421,265,784,0.338,385,523,0.736,273,1076,451,182,111,365,531
362,Youngstown State,32,22,10,0.688,0.97,-5.11,,14,6,,14,3,,8,7,,2598,2269,,1290,821,1966,0.418,240,722,0.332,387,555,0.697,336,1097,450,191,92,383,546
